case_name,time_s,thermal_los_x_urad,thermal_los_y_urad,thermal_los_norm_urad,nonthermal_error_x_urad,nonthermal_error_y_urad,nonthermal_error_norm_urad,thermal_plus_nonthermal_error_x_urad,thermal_plus_nonthermal_error_y_urad,thermal_plus_nonthermal_error_norm_urad,no_correction_success,no_correction_acquisition_time_s,no_correction_residual_x_urad,no_correction_residual_y_urad,no_correction_residual_norm_urad,no_correction_pointing_error_x_urad,no_correction_pointing_error_y_urad,no_correction_pointing_error_norm_urad,no_correction_thermal_residual_norm_urad,no_correction_scan_index,bcase_correction_success,bcase_correction_acquisition_time_s,bcase_correction_residual_x_urad,bcase_correction_residual_y_urad,bcase_correction_residual_norm_urad,bcase_correction_pointing_error_x_urad,bcase_correction_pointing_error_y_urad,bcase_correction_pointing_error_norm_urad,bcase_correction_thermal_residual_norm_urad,bcase_correction_scan_index,bcase_correction_with_nonthermal_success,bcase_correction_with_nonthermal_acquisition_time_s,bcase_correction_with_nonthermal_residual_x_urad,bcase_correction_with_nonthermal_residual_y_urad,bcase_correction_with_nonthermal_residual_norm_urad,bcase_correction_with_nonthermal_pointing_error_x_urad,bcase_correction_with_nonthermal_pointing_error_y_urad,bcase_correction_with_nonthermal_pointing_error_norm_urad,bcase_correction_with_nonthermal_thermal_residual_norm_urad,bcase_correction_with_nonthermal_scan_index,bcase_delta_b_success,bcase_delta_b_acquisition_time_s,bcase_delta_b_residual_x_urad,bcase_delta_b_residual_y_urad,bcase_delta_b_residual_norm_urad,bcase_delta_b_pointing_error_x_urad,bcase_delta_b_pointing_error_y_urad,bcase_delta_b_pointing_error_norm_urad,bcase_delta_b_thermal_residual_norm_urad,bcase_delta_b_scan_index,bcase_delta_b_with_nonthermal_success,bcase_delta_b_with_nonthermal_acquisition_time_s,bcase_delta_b_with_nonthermal_residual_x_urad,bcase_delta_b_with_nonthermal_residual_y_urad,bcase_delta_b_with_nonthermal_residual_norm_urad,bcase_delta_b_with_nonthermal_pointing_error_x_urad,bcase_delta_b_with_nonthermal_pointing_error_y_urad,bcase_delta_b_with_nonthermal_pointing_error_norm_urad,bcase_delta_b_with_nonthermal_thermal_residual_norm_urad,bcase_delta_b_with_nonthermal_scan_index,bcase_delta_b_slow_b_success,bcase_delta_b_slow_b_acquisition_time_s,bcase_delta_b_slow_b_residual_x_urad,bcase_delta_b_slow_b_residual_y_urad,bcase_delta_b_slow_b_residual_norm_urad,bcase_delta_b_slow_b_pointing_error_x_urad,bcase_delta_b_slow_b_pointing_error_y_urad,bcase_delta_b_slow_b_pointing_error_norm_urad,bcase_delta_b_slow_b_thermal_residual_norm_urad,bcase_delta_b_slow_b_scan_index,bcase_delta_b_slow_b_with_nonthermal_success,bcase_delta_b_slow_b_with_nonthermal_acquisition_time_s,bcase_delta_b_slow_b_with_nonthermal_residual_x_urad,bcase_delta_b_slow_b_with_nonthermal_residual_y_urad,bcase_delta_b_slow_b_with_nonthermal_residual_norm_urad,bcase_delta_b_slow_b_with_nonthermal_pointing_error_x_urad,bcase_delta_b_slow_b_with_nonthermal_pointing_error_y_urad,bcase_delta_b_slow_b_with_nonthermal_pointing_error_norm_urad,bcase_delta_b_slow_b_with_nonthermal_thermal_residual_norm_urad,bcase_delta_b_slow_b_with_nonthermal_scan_index
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,0.0,21.55356735336101,93.75926158199714,96.2047576685126,70.14628041037648,20.30031611729132,73.02467726647701,91.6998477637375,114.05957769928845,146.35043336059056,1.0,1.6,-18.44643264663899,13.759261581997137,23.012782462553524,21.55356735336101,93.75926158199714,96.2047576685126,96.2047576685126,15.0,1.0,0.1,1.018004315504264,1.7303434774134985,2.0075909285042965,1.018004315504264,1.7303434774134985,2.0075909285042965,2.0075909285042965,0.0,1.0,2.2,-8.835715274119252,22.030659594704815,23.736466177235894,71.16428472588075,22.030659594704815,74.49634476082691,2.0075909285042965,21.0,1.0,0.1,1.018004315504264,1.7303434774134985,2.0075909285042965,1.018004315504264,1.7303434774134985,2.0075909285042965,2.0075909285042965,0.0,1.0,2.2,-8.835715274119252,22.030659594704815,23.736466177235894,71.16428472588075,22.030659594704815,74.49634476082691,2.0075909285042965,21.0,1.0,0.1,1.018004315504264,1.7303434774134985,2.0075909285042965,1.018004315504264,1.7303434774134985,2.0075909285042965,2.0075909285042965,0.0,1.0,2.2,-8.835715274119252,22.030659594704815,23.736466177235894,71.16428472588075,22.030659594704815,74.49634476082691,2.0075909285042965,21.0
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,60.5,21.14152053887399,100.82366874518635,103.01638738538009,56.1353829200089,114.9115366897308,127.88996238943608,77.27690345888288,215.73520543491713,229.15802118241334,0.0,nan,nan,nan,nan,21.14152053887399,100.82366874518635,103.01638738538009,103.01638738538009,nan,1.0,0.1,0.6059575010172438,1.3490871035590999,1.4789254565489582,0.6059575010172438,1.3490871035590999,1.4789254565489582,1.4789254565489582,0.0,1.0,3.4000000000000004,16.741340421026138,-3.7393762067101193,17.153874591706487,56.74134042102614,116.26062379328988,129.36812728635928,1.4789254565489582,33.0,1.0,0.1,0.6059575010172438,1.3490871035590999,1.4789254565489582,0.6059575010172438,1.3490871035590999,1.4789254565489582,1.4789254565489582,0.0,1.0,3.4000000000000004,16.741340421026138,-3.7393762067101193,17.153874591706487,56.74134042102614,116.26062379328988,129.36812728635928,1.4789254565489582,33.0,1.0,0.1,0.6059575010172438,1.3490871035590999,1.4789254565489582,0.6059575010172438,1.3490871035590999,1.4789254565489582,1.4789254565489582,0.0,1.0,3.4000000000000004,16.741340421026138,-3.7393762067101193,17.153874591706487,56.74134042102614,116.26062379328988,129.36812728635928,1.4789254565489582,33.0
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,121.0,20.71695554220645,107.62171765330712,109.59756547289687,86.47251031320098,40.34884561642671,95.42287138021412,107.18946585540743,147.97056326973382,182.7152680668199,1.0,3.2,20.71695554220645,-12.378282346692885,24.133257566938767,20.71695554220645,107.62171765330712,109.59756547289687,109.59756547289687,31.0,1.0,0.1,0.18139250434970222,1.0444064409933844,1.0600415343856695,0.18139250434970222,1.0444064409933844,1.0600415343856695,1.0600415343856695,0.0,1.0,2.4000000000000004,6.653902817550687,1.393252057420085,6.798203733407397,86.65390281755069,41.393252057420085,96.0328078804459,1.0600415343856695,23.0,1.0,0.1,0.18139250434970222,1.0444064409933844,1.0600415343856695,0.18139250434970222,1.0444064409933844,1.0600415343856695,1.0600415343856695,0.0,1.0,2.4000000000000004,6.653902817550687,1.393252057420085,6.798203733407397,86.65390281755069,41.393252057420085,96.0328078804459,1.0600415343856695,23.0,1.0,0.1,0.18139250434970222,1.0444064409933844,1.0600415343856695,0.18139250434970222,1.0444064409933844,1.0600415343856695,1.0600415343856695,0.0,1.0,2.4000000000000004,6.653902817550687,1.393252057420085,6.798203733407397,86.65390281755069,41.393252057420085,96.0328078804459,1.0600415343856695,23.0
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,181.5,20.281509433934016,114.15083898734044,115.93857712785885,14.274324035529883,89.72893625491832,90.85724147315118,34.5558334694639,203.87977524225875,206.78749570417276,1.0,3.2,20.281509433934016,-5.849161012659565,21.108110040237403,20.281509433934016,114.15083898734044,115.93857712785885,115.93857712785885,31.0,1.0,0.1,-0.25405360392273124,0.7996324611237213,0.839020444654901,-0.25405360392273124,0.7996324611237213,0.839020444654901,0.839020444654901,0.0,1.0,1.4000000000000001,14.020270431607152,10.528568716042031,17.533360835385118,14.020270431607152,90.52856871604203,91.60780390747581,0.839020444654901,13.0,1.0,0.1,-0.25405360392273124,0.7996324611237213,0.839020444654901,-0.25405360392273124,0.7996324611237213,0.839020444654901,0.839020444654901,0.0,1.0,1.4000000000000001,14.020270431607152,10.528568716042031,17.533360835385118,14.020270431607152,90.52856871604203,91.60780390747581,0.839020444654901,13.0,1.0,0.1,-0.25405360392273124,0.7996324611237213,0.839020444654901,-0.25405360392273124,0.7996324611237213,0.839020444654901,0.839020444654901,0.0,1.0,1.4000000000000001,14.020270431607152,10.528568716042031,17.533360835385118,14.020270431607152,90.52856871604203,91.60780390747581,0.839020444654901,13.0
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,242.0,19.85013432196439,120.43273510521972,122.05765652970751,-67.92909400396923,44.13155712683327,81.00590192473038,-48.078959682004836,164.564292232053,171.4438469060362,1.0,3.2,19.85013432196439,0.43273510521972014,19.85485059806087,19.85013432196439,120.43273510521972,122.05765652970751,122.05765652970751,31.0,1.0,0.1,-0.6854287158923569,0.607649575431239,0.9159970147831326,-0.6854287158923569,0.607649575431239,0.9159970147831326,0.9159970147831326,0.0,1.0,2.5,11.385477280138417,4.739206702264511,12.332443920948391,-68.61452271986158,44.73920670226451,81.91183885386991,0.9159970147831326,24.0,1.0,0.1,-0.6854287158923569,0.607649575431239,0.9159970147831326,-0.6854287158923569,0.607649575431239,0.9159970147831326,0.9159970147831326,0.0,1.0,2.5,11.385477280138417,4.739206702264511,12.332443920948391,-68.61452271986158,44.73920670226451,81.91183885386991,0.9159970147831326,24.0,1.0,0.1,-0.6854287158923569,0.607649575431239,0.9159970147831326,-0.6854287158923569,0.607649575431239,0.9159970147831326,0.9159970147831326,0.0,1.0,2.5,11.385477280138417,4.739206702264511,12.332443920948391,-68.61452271986158,44.73920670226451,81.91183885386991,0.9159970147831326,24.0
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,302.5,19.42862186340371,126.47931038316824,127.96283563016623,23.177776866058284,183.76830036787499,185.22418190007022,42.60639872946199,310.2476107510432,313.1595203557202,1.0,3.2,19.42862186340371,6.47931038316824,20.480547125322612,19.42862186340371,126.47931038316824,127.96283563016623,127.96283563016623,31.0,1.0,0.1,-1.1069411744530377,0.4690370045755401,1.2022123254070662,-1.1069411744530377,0.4690370045755401,1.2022123254070662,1.2022123254070662,0.0,1.0,9.4,-17.929164308394753,-15.762662627549474,23.872923279467916,22.070835691605247,184.23733737245053,185.554623413743,1.2022123254070662,93.0,1.0,0.1,-1.1069411744530377,0.4690370045755401,1.2022123254070662,-1.1069411744530377,0.4690370045755401,1.2022123254070662,1.2022123254070662,0.0,1.0,9.4,-17.929164308394753,-15.762662627549474,23.872923279467916,22.070835691605247,184.23733737245053,185.554623413743,1.2022123254070662,93.0,1.0,0.1,-1.1069411744530377,0.4690370045755401,1.2022123254070662,-1.1069411744530377,0.4690370045755401,1.2022123254070662,1.2022123254070662,0.0,1.0,9.4,-17.929164308394753,-15.762662627549474,23.872923279467916,22.070835691605247,184.23733737245053,185.554623413743,1.2022123254070662,93.0
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,363.0,19.016999783808068,132.2970440632818,133.6568522323464,27.753625281075553,226.07888750887346,227.7760459168001,46.77062506488362,358.37593157215525,361.4149965056376,1.0,3.2,19.016999783808068,12.297044063281788,22.646491416368452,19.016999783808068,132.2970440632818,133.6568522323464,133.6568522323464,31.0,1.0,0.1,-1.5185632540486793,0.3845531081250897,1.5664978294002136,-1.5185632540486793,0.3845531081250897,1.5664978294002136,1.5664978294002136,0.0,1.0,13.600000000000001,-13.76493797297313,-13.536559383001446,19.305749333535907,26.23506202702687,226.46344061699855,227.97799985009686,1.5664978294002136,135.0,1.0,0.1,-1.5185632540486793,0.3845531081250897,1.5664978294002136,-1.5185632540486793,0.3845531081250897,1.5664978294002136,1.5664978294002136,0.0,1.0,13.600000000000001,-13.76493797297313,-13.536559383001446,19.305749333535907,26.23506202702687,226.46344061699855,227.97799985009686,1.5664978294002136,135.0,1.0,0.1,-1.5185632540486793,0.3845531081250897,1.5664978294002136,-1.5185632540486793,0.3845531081250897,1.5664978294002136,1.5664978294002136,0.0,1.0,13.600000000000001,-13.76493797297313,-13.536559383001446,19.305749333535907,26.23506202702687,226.46344061699855,227.97799985009686,1.5664978294002136,135.0
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,423.5,18.61802564316988,137.9103342535157,139.1613853508442,18.584967580635528,215.8064602516509,216.60523840923295,37.20299322380541,353.7167945051666,355.6678695353585,0.0,nan,nan,nan,nan,18.61802564316988,137.9103342535157,139.1613853508442,139.1613853508442,nan,1.0,0.1,-1.9175373946868675,0.3586195051122445,1.950783844886319,-1.9175373946868675,0.3586195051122445,1.950783844886319,1.950783844886319,0.0,1.0,9.200000000000001,16.66743018594866,16.165079756763134,23.21880773308539,16.66743018594866,216.16507975676313,216.8066994704067,1.950783844886319,91.0,1.0,0.1,-1.9175373946868675,0.3586195051122445,1.950783844886319,-1.9175373946868675,0.3586195051122445,1.950783844886319,1.950783844886319,0.0,1.0,9.200000000000001,16.66743018594866,16.165079756763134,23.21880773308539,16.66743018594866,216.16507975676313,216.8066994704067,1.950783844886319,91.0,1.0,0.1,-1.9175373946868675,0.3586195051122445,1.950783844886319,-1.9175373946868675,0.3586195051122445,1.950783844886319,1.950783844886319,0.0,1.0,9.200000000000001,16.66743018594866,16.165079756763134,23.21880773308539,16.66743018594866,216.16507975676313,216.8066994704067,1.950783844886319,91.0
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,484.0,18.23152981614081,143.32805216474236,144.4829374589814,-47.81842538946755,100.00865616853177,110.85275420738847,-29.58689557332674,243.33670833327415,245.1288192198948,1.0,5.800000000000001,18.23152981614081,-16.67194783525764,24.705111294191397,18.23152981614081,143.32805216474236,144.4829374589814,144.4829374589814,57.0,1.0,0.1,-2.3040332217159367,0.38304818532773766,2.335657294864465,-2.3040332217159367,0.38304818532773766,2.335657294864465,2.335657294864465,0.0,1.0,1.2000000000000002,-10.12245861118349,20.391704353859524,22.76589059954247,-50.12245861118349,100.39170435385952,112.20853425788316,2.335657294864465,11.0,1.0,0.1,-2.3040332217159367,0.38304818532773766,2.335657294864465,-2.3040332217159367,0.38304818532773766,2.335657294864465,2.335657294864465,0.0,1.0,1.2000000000000002,-10.12245861118349,20.391704353859524,22.76589059954247,-50.12245861118349,100.39170435385952,112.20853425788316,2.335657294864465,11.0,1.0,0.1,-2.3040332217159367,0.38304818532773766,2.335657294864465,-2.3040332217159367,0.38304818532773766,2.335657294864465,2.335657294864465,0.0,1.0,1.2000000000000002,-10.12245861118349,20.391704353859524,22.76589059954247,-50.12245861118349,100.39170435385952,112.20853425788316,2.335657294864465,11.0
13_LTAN06_800km_1213COLD_MY_STTLCT_PROP_HEAT_MY_0p5,544.5,17.85770260806896,148.55870339121768,149.62815876604918,-114.38043451620426,226.47462614898436,253.71960919376713,-96.5227319081353,375.03332954020203,387.25525953951814,1.0,5.800000000000001,17.85770260806896,-11.441296608782324,21.208507975064318,17.85770260806896,148.55870339121768,149.62815876604918,149.62815876604918,57.0,1.0,0.1,-2.6778604297877884,0.45187135480472307,2.715717990277395,-2.6778604297877884,0.45187135480472307,2.715717990277395,2.715717990277395,0.0,1.0,12.8,2.9417050540079543,-13.07350249621092,13.400376716466187,-117.05829494599205,226.92649750378908,255.33953803710082,2.715717990277395,127.0,1.0,0.1,-2.6778604297877884,0.45187135480472307,2.715717990277395,-2.6778604297877884,0.45187135480472307,2.715717990277395,2.715717990277395,0.0,1.0,12.8,2.9417050540079543,-13.07350249621092,13.400376716466187,-117.05829494599205,226.92649750378908,255.33953803710082,2.715717990277395,127.0,1.0,0.1,-2.6778604297877884,0.45187135480472307,2.715717990277395,-2.6778604297877884,0.45187135480472307,2.715717990277395,2.715717990277395,0.0,1.0,12.8,2.9417050540079543,-13.07350249621092,13.400376716466187,-117.05829494599205,226.92649750378908,255.33953803710082,2.715717990277395,127.0
